forecast_date,origin_port,destination_port,vessel_class,transit_days,avg_speed_knots
2023-02-07,NEWCASTLE,DHAMRA,Panamax,15.3,12.5
2023-02-07,RICHARDS_BAY,PARADIP,Capesize,15.7,12.5
2023-02-07,TANJUNG_BARA,DHAMRA,Supramax,7.3,12.5
2023-02-08,HAY_POINT,DHAMRA,Capesize,13.8,12.5
2023-02-08,HAY_POINT,PARADIP,Capesize,13.4,12.5
2023-02-08,RICHARDS_BAY,PARADIP,Capesize,14.3,12.5
2023-02-08,TANJUNG_BARA,DHAMRA,Supramax,8.6,12.5
2023-02-08,BALIKPAPAN,KAMARAJAR,Supramax,8.4,12.5
2023-02-08,TANJUNG_BARA,PARADIP,Supramax,8.0,12.5
2023-02-08,HAY_POINT,VISAKHAPATNAM,Capesize,14.0,12.5
2023-02-08,MAPUTO,VISAKHAPATNAM,Panamax,14.5,12.5
2023-02-08,NEWCASTLE,DHAMRA,Panamax,15.8,12.5
2023-02-08,GLADSTONE,PARADIP,Panamax,13.5,12.5
2023-02-09,TANJUNG_BARA,DHAMRA,Supramax,7.5,12.5
2023-02-09,NEWCASTLE,DHAMRA,Panamax,16.4,12.5
2023-02-09,TANJUNG_BARA,PARADIP,Supramax,6.9,12.5
2023-02-09,GLADSTONE,PARADIP,Panamax,15.6,12.5
2023-02-09,HAY_POINT,DHAMRA,Capesize,13.5,12.5
2023-02-09,HAY_POINT,VISAKHAPATNAM,Capesize,14.4,12.5
2023-02-09,RICHARDS_BAY,PARADIP,Capesize,15.1,12.5
2023-02-09,MAPUTO,VISAKHAPATNAM,Panamax,14.5,12.5
2023-02-09,HAY_POINT,PARADIP,Capesize,14.3,12.5
2023-02-09,BALIKPAPAN,KAMARAJAR,Supramax,7.0,12.5
2023-02-10,TANJUNG_BARA,DHAMRA,Supramax,8.0,12.5
2023-02-10,NEWCASTLE,DHAMRA,Panamax,16.0,12.5
2023-02-10,TANJUNG_BARA,PARADIP,Supramax,8.1,12.5
2023-02-10,GLADSTONE,PARADIP,Panamax,14.4,12.5
2023-02-10,RICHARDS_BAY,PARADIP,Capesize,16.2,12.5
2023-02-10,HAY_POINT,VISAKHAPATNAM,Capesize,14.3,12.5
2023-02-10,HAY_POINT,PARADIP,Capesize,15.6,12.5
2023-02-10,HAY_POINT,DHAMRA,Capesize,13.6,12.5
2023-02-10,MAPUTO,VISAKHAPATNAM,Panamax,14.5,12.5
2023-02-10,BALIKPAPAN,KAMARAJAR,Supramax,7.7,12.5
2023-02-11,TANJUNG_BARA,PARADIP,Supramax,8.2,12.5
2023-02-11,GLADSTONE,PARADIP,Panamax,14.8,12.5
2023-02-11,HAY_POINT,VISAKHAPATNAM,Capesize,14.5,12.5
2023-02-11,HAY_POINT,PARADIP,Capesize,15.0,12.5
2023-02-11,BALIKPAPAN,KAMARAJAR,Supramax,6.8,12.5
2023-02-11,HAY_POINT,DHAMRA,Capesize,14.9,12.5
2023-02-11,NEWCASTLE,DHAMRA,Panamax,16.2,12.5
2023-02-11,RICHARDS_BAY,PARADIP,Capesize,14.8,12.5
2023-02-11,MAPUTO,VISAKHAPATNAM,Panamax,14.1,12.5
2023-02-11,TANJUNG_BARA,DHAMRA,Supramax,8.1,12.5
2023-02-12,RICHARDS_BAY,PARADIP,Capesize,15.1,12.5
2023-02-12,HAY_POINT,PARADIP,Capesize,15.3,12.5
2023-02-12,TANJUNG_BARA,PARADIP,Supramax,8.6,12.5
2023-02-12,MAPUTO,VISAKHAPATNAM,Panamax,13.3,12.5
2023-02-12,NEWCASTLE,DHAMRA,Panamax,15.4,12.5
2023-02-12,HAY_POINT,VISAKHAPATNAM,Capesize,13.3,12.5
2023-02-12,HAY_POINT,DHAMRA,Capesize,14.2,12.5
2023-02-12,BALIKPAPAN,KAMARAJAR,Supramax,7.5,12.5
2023-02-12,GLADSTONE,PARADIP,Panamax,16.1,12.5
2023-02-12,TANJUNG_BARA,DHAMRA,Supramax,7.4,12.5
2023-02-13,HAY_POINT,PARADIP,Capesize,14.3,12.5
2023-02-13,MAPUTO,VISAKHAPATNAM,Panamax,14.9,12.5
2023-02-13,TANJUNG_BARA,PARADIP,Supramax,8.4,12.5
2023-02-13,TANJUNG_BARA,DHAMRA,Supramax,7.6,12.5
2023-02-13,NEWCASTLE,DHAMRA,Panamax,15.4,12.5
2023-02-13,BALIKPAPAN,KAMARAJAR,Supramax,6.6,12.5
2023-02-13,GLADSTONE,PARADIP,Panamax,14.1,12.5
2023-02-13,HAY_POINT,VISAKHAPATNAM,Capesize,14.5,12.5
2023-02-13,RICHARDS_BAY,PARADIP,Capesize,14.2,12.5
2023-02-13,HAY_POINT,DHAMRA,Capesize,13.8,12.5
2023-02-14,MAPUTO,VISAKHAPATNAM,Panamax,15.8,12.5
2023-02-14,BALIKPAPAN,KAMARAJAR,Supramax,7.8,12.5
2023-02-14,HAY_POINT,VISAKHAPATNAM,Capesize,13.3,12.5
2023-02-14,TANJUNG_BARA,DHAMRA,Supramax,7.0,12.5
2023-02-14,TANJUNG_BARA,PARADIP,Supramax,8.0,12.5
2023-02-14,HAY_POINT,PARADIP,Capesize,14.4,12.5
2023-02-14,GLADSTONE,PARADIP,Panamax,16.6,12.5
2023-02-14,HAY_POINT,DHAMRA,Capesize,14.8,12.5
2023-02-14,RICHARDS_BAY,PARADIP,Capesize,16.4,12.5
2023-02-14,NEWCASTLE,DHAMRA,Panamax,16.0,12.5
2023-02-15,MAPUTO,VISAKHAPATNAM,Panamax,14.6,12.5
2023-02-15,HAY_POINT,PARADIP,Capesize,13.6,12.5
2023-02-15,HAY_POINT,DHAMRA,Capesize,14.9,12.5
2023-02-15,RICHARDS_BAY,PARADIP,Capesize,16.1,12.5
2023-02-15,BALIKPAPAN,KAMARAJAR,Supramax,8.0,12.5
2023-02-15,TANJUNG_BARA,DHAMRA,Supramax,8.7,12.5
2023-02-15,NEWCASTLE,DHAMRA,Panamax,15.5,12.5
2023-02-15,GLADSTONE,PARADIP,Panamax,15.5,12.5
2023-02-15,HAY_POINT,VISAKHAPATNAM,Capesize,13.6,12.5
2023-02-15,TANJUNG_BARA,PARADIP,Supramax,8.5,12.5
2023-02-16,NEWCASTLE,DHAMRA,Panamax,16.7,12.5
2023-02-16,HAY_POINT,PARADIP,Capesize,13.8,12.5
2023-02-16,TANJUNG_BARA,PARADIP,Supramax,8.2,12.5
2023-02-16,HAY_POINT,DHAMRA,Capesize,14.1,12.5
2023-02-16,TANJUNG_BARA,DHAMRA,Supramax,7.6,12.5
2023-02-16,MAPUTO,VISAKHAPATNAM,Panamax,15.4,12.5
2023-02-16,RICHARDS_BAY,PARADIP,Capesize,15.5,12.5
2023-02-16,GLADSTONE,PARADIP,Panamax,14.8,12.5
2023-02-16,BALIKPAPAN,KAMARAJAR,Supramax,7.9,12.5
2023-02-16,HAY_POINT,VISAKHAPATNAM,Capesize,13.4,12.5
2023-02-17,TANJUNG_BARA,PARADIP,Supramax,7.7,12.5
2023-02-17,HAY_POINT,DHAMRA,Capesize,12.7,12.5
2023-02-17,HAY_POINT,VISAKHAPATNAM,Capesize,14.0,12.5
2023-02-17,GLADSTONE,PARADIP,Panamax,15.0,12.5
2023-02-17,MAPUTO,VISAKHAPATNAM,Panamax,14.8,12.5
2023-02-17,HAY_POINT,PARADIP,Capesize,14.6,12.5
2023-02-17,BALIKPAPAN,KAMARAJAR,Supramax,7.2,12.5
2023-02-17,TANJUNG_BARA,DHAMRA,Supramax,7.6,12.5
2023-02-17,NEWCASTLE,DHAMRA,Panamax,15.4,12.5
2023-02-17,RICHARDS_BAY,PARADIP,Capesize,16.3,12.5
2023-02-18,HAY_POINT,PARADIP,Capesize,14.9,12.5
2023-02-18,BALIKPAPAN,KAMARAJAR,Supramax,6.4,12.5
2023-02-18,HAY_POINT,DHAMRA,Capesize,14.1,12.5
2023-02-18,HAY_POINT,VISAKHAPATNAM,Capesize,13.9,12.5
2023-02-18,NEWCASTLE,DHAMRA,Panamax,14.9,12.5
2023-02-18,TANJUNG_BARA,PARADIP,Supramax,7.9,12.5
2023-02-18,MAPUTO,VISAKHAPATNAM,Panamax,14.9,12.5
2023-02-18,RICHARDS_BAY,PARADIP,Capesize,15.1,12.5
2023-02-18,GLADSTONE,PARADIP,Panamax,14.8,12.5
2023-02-18,TANJUNG_BARA,DHAMRA,Supramax,7.6,12.5
2023-02-19,HAY_POINT,DHAMRA,Capesize,14.6,12.5
2023-02-19,RICHARDS_BAY,PARADIP,Capesize,16.7,12.5
2023-02-19,TANJUNG_BARA,DHAMRA,Supramax,7.5,12.5
2023-02-19,BALIKPAPAN,KAMARAJAR,Supramax,7.8,12.5
2023-02-19,MAPUTO,VISAKHAPATNAM,Panamax,15.0,12.5
2023-02-19,HAY_POINT,VISAKHAPATNAM,Capesize,14.0,12.5
2023-02-19,NEWCASTLE,DHAMRA,Panamax,16.6,12.5
2023-02-19,GLADSTONE,PARADIP,Panamax,15.7,12.5
2023-02-19,TANJUNG_BARA,PARADIP,Supramax,8.6,12.5
2023-02-19,HAY_POINT,PARADIP,Capesize,14.9,12.5
2023-02-20,HAY_POINT,VISAKHAPATNAM,Capesize,14.0,12.5
2023-02-20,NEWCASTLE,DHAMRA,Panamax,14.5,12.5
2023-02-20,RICHARDS_BAY,PARADIP,Capesize,14.8,12.5
2023-02-20,BALIKPAPAN,KAMARAJAR,Supramax,7.7,12.5
2023-02-20,GLADSTONE,PARADIP,Panamax,15.1,12.5
2023-02-20,TANJUNG_BARA,PARADIP,Supramax,8.4,12.5
2023-02-20,HAY_POINT,DHAMRA,Capesize,13.0,12.5
2023-02-20,MAPUTO,VISAKHAPATNAM,Panamax,15.0,12.5
2023-02-20,HAY_POINT,PARADIP,Capesize,14.6,12.5
2023-02-20,TANJUNG_BARA,DHAMRA,Supramax,8.6,12.5
2023-02-21,HAY_POINT,PARADIP,Capesize,13.4,12.5
2023-02-21,HAY_POINT,DHAMRA,Capesize,14.4,12.5
2023-02-21,RICHARDS_BAY,PARADIP,Capesize,15.2,12.5
2023-02-21,NEWCASTLE,DHAMRA,Panamax,15.4,12.5
2023-02-21,GLADSTONE,PARADIP,Panamax,16.0,12.5
2023-02-21,TANJUNG_BARA,DHAMRA,Supramax,6.6,12.5
2023-02-21,HAY_POINT,VISAKHAPATNAM,Capesize,14.7,12.5
2023-02-21,BALIKPAPAN,KAMARAJAR,Supramax,7.0,12.5
2023-02-21,TANJUNG_BARA,PARADIP,Supramax,7.9,12.5
2023-02-21,MAPUTO,VISAKHAPATNAM,Panamax,14.7,12.5
2023-02-22,HAY_POINT,PARADIP,Capesize,14.4,12.5
2023-02-22,HAY_POINT,DHAMRA,Capesize,14.3,12.5
2023-02-22,NEWCASTLE,DHAMRA,Panamax,15.8,12.5
2023-02-22,RICHARDS_BAY,PARADIP,Capesize,13.3,12.5
2023-02-22,HAY_POINT,VISAKHAPATNAM,Capesize,14.5,12.5
2023-02-22,TANJUNG_BARA,DHAMRA,Supramax,8.1,12.5
2023-02-22,BALIKPAPAN,KAMARAJAR,Supramax,7.2,12.5
2023-02-22,GLADSTONE,PARADIP,Panamax,16.2,12.5
2023-02-22,MAPUTO,VISAKHAPATNAM,Panamax,14.5,12.5
2023-02-22,TANJUNG_BARA,PARADIP,Supramax,8.4,12.5
2023-02-23,MAPUTO,VISAKHAPATNAM,Panamax,15.0,12.5
2023-02-23,NEWCASTLE,DHAMRA,Panamax,16.5,12.5
2023-02-23,BALIKPAPAN,KAMARAJAR,Supramax,6.2,12.5
2023-02-23,TANJUNG_BARA,PARADIP,Supramax,5.7,12.5
2023-02-23,GLADSTONE,PARADIP,Panamax,16.2,12.5
2023-02-23,HAY_POINT,PARADIP,Capesize,14.0,12.5
2023-02-23,HAY_POINT,DHAMRA,Capesize,12.7,12.5
2023-02-23,TANJUNG_BARA,DHAMRA,Supramax,6.9,12.5
2023-02-23,HAY_POINT,VISAKHAPATNAM,Capesize,13.8,12.5
2023-02-23,RICHARDS_BAY,PARADIP,Capesize,16.3,12.5
2023-02-24,TANJUNG_BARA,PARADIP,Supramax,7.0,12.5
2023-02-24,GLADSTONE,PARADIP,Panamax,14.6,12.5
2023-02-24,BALIKPAPAN,KAMARAJAR,Supramax,8.4,12.5
2023-02-24,HAY_POINT,PARADIP,Capesize,13.3,12.5
2023-02-24,HAY_POINT,VISAKHAPATNAM,Capesize,13.5,12.5
2023-02-24,TANJUNG_BARA,DHAMRA,Supramax,6.9,12.5
2023-02-24,RICHARDS_BAY,PARADIP,Capesize,16.1,12.5
2023-02-24,NEWCASTLE,DHAMRA,Panamax,16.1,12.5
2023-02-24,HAY_POINT,DHAMRA,Capesize,12.8,12.5
2023-02-24,MAPUTO,VISAKHAPATNAM,Panamax,15.5,12.5
2023-02-25,TANJUNG_BARA,PARADIP,Supramax,7.3,12.5
2023-02-25,BALIKPAPAN,KAMARAJAR,Supramax,7.8,12.5
2023-02-25,RICHARDS_BAY,PARADIP,Capesize,14.8,12.5
2023-02-25,GLADSTONE,PARADIP,Panamax,15.0,12.5
2023-02-25,HAY_POINT,VISAKHAPATNAM,Capesize,13.7,12.5
2023-02-25,NEWCASTLE,DHAMRA,Panamax,15.6,12.5
2023-02-25,MAPUTO,VISAKHAPATNAM,Panamax,13.9,12.5
2023-02-25,HAY_POINT,PARADIP,Capesize,14.4,12.5
2023-02-25,HAY_POINT,DHAMRA,Capesize,15.1,12.5
2023-02-25,TANJUNG_BARA,DHAMRA,Supramax,8.3,12.5
2023-02-26,HAY_POINT,PARADIP,Capesize,15.5,12.5
2023-02-26,HAY_POINT,DHAMRA,Capesize,14.1,12.5
2023-02-26,TANJUNG_BARA,DHAMRA,Supramax,8.8,12.5
2023-02-26,HAY_POINT,VISAKHAPATNAM,Capesize,15.1,12.5
2023-02-26,GLADSTONE,PARADIP,Panamax,14.5,12.5
2023-02-26,MAPUTO,VISAKHAPATNAM,Panamax,14.2,12.5
2023-02-26,BALIKPAPAN,KAMARAJAR,Supramax,7.9,12.5
2023-02-26,RICHARDS_BAY,PARADIP,Capesize,15.8,12.5
2023-02-26,TANJUNG_BARA,PARADIP,Supramax,8.2,12.5
2023-02-26,NEWCASTLE,DHAMRA,Panamax,16.5,12.5
2023-02-27,RICHARDS_BAY,PARADIP,Capesize,14.9,12.5
2023-02-27,HAY_POINT,VISAKHAPATNAM,Capesize,13.6,12.5
2023-02-27,GLADSTONE,PARADIP,Panamax,14.5,12.5
2023-02-27,TANJUNG_BARA,DHAMRA,Supramax,7.6,12.5
2023-02-27,TANJUNG_BARA,PARADIP,Supramax,8.3,12.5
2023-02-27,HAY_POINT,DHAMRA,Capesize,14.9,12.5
2023-02-27,NEWCASTLE,DHAMRA,Panamax,15.1,12.5
2023-02-27,HAY_POINT,PARADIP,Capesize,14.6,12.5
2023-02-27,MAPUTO,VISAKHAPATNAM,Panamax,15.2,12.5
2023-02-27,BALIKPAPAN,KAMARAJAR,Supramax,8.4,12.5
2023-02-28,MAPUTO,VISAKHAPATNAM,Panamax,14.2,12.5
2023-02-28,HAY_POINT,PARADIP,Capesize,13.7,12.5
2023-02-28,NEWCASTLE,DHAMRA,Panamax,16.1,12.5
2023-02-28,HAY_POINT,VISAKHAPATNAM,Capesize,14.1,12.5
2023-02-28,BALIKPAPAN,KAMARAJAR,Supramax,7.3,12.5
2023-02-28,HAY_POINT,DHAMRA,Capesize,13.8,12.5
2023-02-28,RICHARDS_BAY,PARADIP,Capesize,14.3,12.5
2023-02-28,TANJUNG_BARA,PARADIP,Supramax,9.0,12.5
2023-02-28,GLADSTONE,PARADIP,Panamax,15.7,12.5
2023-02-28,TANJUNG_BARA,DHAMRA,Supramax,7.2,12.5
2023-03-01,MAPUTO,VISAKHAPATNAM,Panamax,14.1,12.5
2023-03-01,RICHARDS_BAY,PARADIP,Capesize,17.5,12.5
2023-03-01,BALIKPAPAN,KAMARAJAR,Supramax,7.7,12.5
2023-03-01,HAY_POINT,VISAKHAPATNAM,Capesize,13.3,12.5
2023-03-01,TANJUNG_BARA,PARADIP,Supramax,8.1,12.5
2023-03-01,TANJUNG_BARA,DHAMRA,Supramax,7.0,12.5
2023-03-01,GLADSTONE,PARADIP,Panamax,14.6,12.5
2023-03-01,HAY_POINT,PARADIP,Capesize,14.3,12.5
2023-03-01,NEWCASTLE,DHAMRA,Panamax,15.5,12.5
2023-03-01,HAY_POINT,DHAMRA,Capesize,13.1,12.5
2023-03-02,GLADSTONE,PARADIP,Panamax,14.1,12.5
2023-03-02,TANJUNG_BARA,PARADIP,Supramax,7.4,12.5
2023-03-02,HAY_POINT,PARADIP,Capesize,15.3,12.5
2023-03-02,RICHARDS_BAY,PARADIP,Capesize,14.8,12.5
2023-03-02,HAY_POINT,DHAMRA,Capesize,13.8,12.5
2023-03-02,MAPUTO,VISAKHAPATNAM,Panamax,15.6,12.5
2023-03-02,TANJUNG_BARA,DHAMRA,Supramax,8.1,12.5
2023-03-02,BALIKPAPAN,KAMARAJAR,Supramax,8.3,12.5
2023-03-02,NEWCASTLE,DHAMRA,Panamax,17.3,12.5
2023-03-02,HAY_POINT,VISAKHAPATNAM,Capesize,12.7,12.5
2023-03-03,BALIKPAPAN,KAMARAJAR,Supramax,6.4,12.5
2023-03-03,HAY_POINT,PARADIP,Capesize,14.4,12.5
2023-03-03,HAY_POINT,DHAMRA,Capesize,14.1,12.5
2023-03-03,TANJUNG_BARA,DHAMRA,Supramax,7.4,12.5
2023-03-03,NEWCASTLE,DHAMRA,Panamax,16.3,12.5
2023-03-03,RICHARDS_BAY,PARADIP,Capesize,15.6,12.5
2023-03-03,HAY_POINT,VISAKHAPATNAM,Capesize,14.1,12.5
2023-03-03,TANJUNG_BARA,PARADIP,Supramax,6.9,12.5
2023-03-03,GLADSTONE,PARADIP,Panamax,14.9,12.5
2023-03-03,MAPUTO,VISAKHAPATNAM,Panamax,14.9,12.5
2023-03-04,NEWCASTLE,DHAMRA,Panamax,15.6,12.5
2023-03-04,HAY_POINT,DHAMRA,Capesize,14.6,12.5
2023-03-04,RICHARDS_BAY,PARADIP,Capesize,15.3,12.5
2023-03-04,TANJUNG_BARA,PARADIP,Supramax,8.7,12.5
2023-03-04,HAY_POINT,PARADIP,Capesize,14.4,12.5
2023-03-04,MAPUTO,VISAKHAPATNAM,Panamax,14.6,12.5
2023-03-04,HAY_POINT,VISAKHAPATNAM,Capesize,13.8,12.5
2023-03-04,GLADSTONE,PARADIP,Panamax,15.0,12.5
2023-03-04,BALIKPAPAN,KAMARAJAR,Supramax,7.6,12.5
2023-03-04,TANJUNG_BARA,DHAMRA,Supramax,9.2,12.5
2023-03-05,TANJUNG_BARA,PARADIP,Supramax,7.3,12.5
2023-03-05,TANJUNG_BARA,DHAMRA,Supramax,7.0,12.5
2023-03-05,BALIKPAPAN,KAMARAJAR,Supramax,7.8,12.5
2023-03-05,HAY_POINT,PARADIP,Capesize,13.6,12.5
2023-03-05,HAY_POINT,DHAMRA,Capesize,14.7,12.5
2023-03-05,MAPUTO,VISAKHAPATNAM,Panamax,13.9,12.5
2023-03-05,NEWCASTLE,DHAMRA,Panamax,16.1,12.5
2023-03-05,HAY_POINT,VISAKHAPATNAM,Capesize,14.3,12.5
2023-03-05,GLADSTONE,PARADIP,Panamax,15.5,12.5
2023-03-05,RICHARDS_BAY,PARADIP,Capesize,15.2,12.5
2023-03-06,TANJUNG_BARA,PARADIP,Supramax,8.1,12.5
2023-03-06,HAY_POINT,DHAMRA,Capesize,15.2,12.5
2023-03-06,NEWCASTLE,DHAMRA,Panamax,14.9,12.5
2023-03-06,HAY_POINT,VISAKHAPATNAM,Capesize,14.2,12.5
2023-03-06,HAY_POINT,PARADIP,Capesize,14.8,12.5
2023-03-06,TANJUNG_BARA,DHAMRA,Supramax,8.1,12.5
2023-03-06,GLADSTONE,PARADIP,Panamax,14.4,12.5
2023-03-06,MAPUTO,VISAKHAPATNAM,Panamax,14.8,12.5
2023-03-06,BALIKPAPAN,KAMARAJAR,Supramax,7.2,12.5
2023-03-06,RICHARDS_BAY,PARADIP,Capesize,16.0,12.5
2023-03-07,HAY_POINT,VISAKHAPATNAM,Capesize,13.6,12.5
2023-03-07,BALIKPAPAN,KAMARAJAR,Supramax,7.3,12.5
2023-03-07,MAPUTO,VISAKHAPATNAM,Panamax,14.8,12.5
2023-03-07,RICHARDS_BAY,PARADIP,Capesize,15.9,12.5
2023-03-07,GLADSTONE,PARADIP,Panamax,15.3,12.5
2023-03-07,HAY_POINT,DHAMRA,Capesize,12.8,12.5
2023-03-07,NEWCASTLE,DHAMRA,Panamax,15.1,12.5
2023-03-07,TANJUNG_BARA,PARADIP,Supramax,8.5,12.5
2023-03-07,TANJUNG_BARA,DHAMRA,Supramax,8.8,12.5
2023-03-07,HAY_POINT,PARADIP,Capesize,14.0,12.5
2023-03-08,RICHARDS_BAY,PARADIP,Capesize,15.2,12.5
2023-03-08,GLADSTONE,PARADIP,Panamax,14.8,12.5
2023-03-08,TANJUNG_BARA,PARADIP,Supramax,9.1,12.5
2023-03-08,MAPUTO,VISAKHAPATNAM,Panamax,14.3,12.5
2023-03-08,HAY_POINT,PARADIP,Capesize,14.2,12.5
2023-03-08,BALIKPAPAN,KAMARAJAR,Supramax,6.9,12.5
2023-03-08,HAY_POINT,VISAKHAPATNAM,Capesize,13.3,12.5
2023-03-08,NEWCASTLE,DHAMRA,Panamax,16.4,12.5
2023-03-08,HAY_POINT,DHAMRA,Capesize,13.9,12.5
2023-03-08,TANJUNG_BARA,DHAMRA,Supramax,9.2,12.5
2023-03-09,BALIKPAPAN,KAMARAJAR,Supramax,7.5,12.5
2023-03-09,HAY_POINT,DHAMRA,Capesize,13.3,12.5
2023-03-09,RICHARDS_BAY,PARADIP,Capesize,16.4,12.5
2023-03-09,GLADSTONE,PARADIP,Panamax,14.7,12.5
2023-03-09,NEWCASTLE,DHAMRA,Panamax,15.8,12.5
2023-03-09,TANJUNG_BARA,DHAMRA,Supramax,7.5,12.5
2023-03-09,HAY_POINT,PARADIP,Capesize,14.1,12.5
2023-03-09,MAPUTO,VISAKHAPATNAM,Panamax,13.6,12.5
2023-03-09,TANJUNG_BARA,PARADIP,Supramax,7.7,12.5
2023-03-09,HAY_POINT,VISAKHAPATNAM,Capesize,15.4,12.5
2023-03-10,HAY_POINT,PARADIP,Capesize,14.6,12.5
2023-03-10,RICHARDS_BAY,PARADIP,Capesize,15.1,12.5
2023-03-10,NEWCASTLE,DHAMRA,Panamax,15.8,12.5
2023-03-10,TANJUNG_BARA,DHAMRA,Supramax,8.1,12.5
2023-03-10,BALIKPAPAN,KAMARAJAR,Supramax,6.9,12.5
2023-03-10,MAPUTO,VISAKHAPATNAM,Panamax,14.3,12.5
2023-03-10,HAY_POINT,DHAMRA,Capesize,14.0,12.5
2023-03-10,GLADSTONE,PARADIP,Panamax,14.4,12.5
2023-03-10,HAY_POINT,VISAKHAPATNAM,Capesize,13.0,12.5
2023-03-10,TANJUNG_BARA,PARADIP,Supramax,9.0,12.5
2023-03-11,RICHARDS_BAY,PARADIP,Capesize,15.1,12.5
2023-03-11,GLADSTONE,PARADIP,Panamax,15.9,12.5
2023-03-11,HAY_POINT,VISAKHAPATNAM,Capesize,13.2,12.5
2023-03-11,NEWCASTLE,DHAMRA,Panamax,15.8,12.5
2023-03-11,HAY_POINT,PARADIP,Capesize,14.1,12.5
2023-03-11,BALIKPAPAN,KAMARAJAR,Supramax,6.1,12.5
2023-03-11,TANJUNG_BARA,DHAMRA,Supramax,7.3,12.5
2023-03-11,TANJUNG_BARA,PARADIP,Supramax,7.8,12.5
2023-03-11,HAY_POINT,DHAMRA,Capesize,14.7,12.5
2023-03-11,MAPUTO,VISAKHAPATNAM,Panamax,13.8,12.5
2023-03-12,HAY_POINT,PARADIP,Capesize,14.3,12.5
2023-03-12,NEWCASTLE,DHAMRA,Panamax,16.1,12.5
2023-03-12,RICHARDS_BAY,PARADIP,Capesize,15.3,12.5
2023-03-12,GLADSTONE,PARADIP,Panamax,15.7,12.5
2023-03-12,HAY_POINT,VISAKHAPATNAM,Capesize,14.6,12.5
2023-03-12,TANJUNG_BARA,DHAMRA,Supramax,8.6,12.5
2023-03-12,MAPUTO,VISAKHAPATNAM,Panamax,14.5,12.5
2023-03-12,TANJUNG_BARA,PARADIP,Supramax,7.6,12.5
2023-03-12,BALIKPAPAN,KAMARAJAR,Supramax,7.5,12.5
2023-03-12,HAY_POINT,DHAMRA,Capesize,13.4,12.5
2023-03-13,TANJUNG_BARA,PARADIP,Supramax,7.9,12.5
2023-03-13,HAY_POINT,VISAKHAPATNAM,Capesize,13.7,12.5
2023-03-13,RICHARDS_BAY,PARADIP,Capesize,15.2,12.5
2023-03-13,MAPUTO,VISAKHAPATNAM,Panamax,14.4,12.5
2023-03-13,HAY_POINT,PARADIP,Capesize,13.8,12.5
2023-03-13,HAY_POINT,DHAMRA,Capesize,14.5,12.5
2023-03-13,NEWCASTLE,DHAMRA,Panamax,15.8,12.5
2023-03-13,BALIKPAPAN,KAMARAJAR,Supramax,7.3,12.5
2023-03-13,GLADSTONE,PARADIP,Panamax,15.5,12.5
2023-03-13,TANJUNG_BARA,DHAMRA,Supramax,9.4,12.5
2023-03-14,HAY_POINT,PARADIP,Capesize,14.1,12.5
2023-03-14,NEWCASTLE,DHAMRA,Panamax,15.4,12.5
2023-03-14,HAY_POINT,DHAMRA,Capesize,14.2,12.5
2023-03-14,MAPUTO,VISAKHAPATNAM,Panamax,15.8,12.5
2023-03-14,TANJUNG_BARA,PARADIP,Supramax,7.6,12.5
2023-03-14,HAY_POINT,VISAKHAPATNAM,Capesize,13.8,12.5
2023-03-14,RICHARDS_BAY,PARADIP,Capesize,15.8,12.5
2023-03-14,TANJUNG_BARA,DHAMRA,Supramax,7.6,12.5
2023-03-14,BALIKPAPAN,KAMARAJAR,Supramax,6.9,12.5
2023-03-14,GLADSTONE,PARADIP,Panamax,13.7,12.5
2023-03-15,HAY_POINT,DHAMRA,Capesize,13.9,12.5
2023-03-15,HAY_POINT,PARADIP,Capesize,14.4,12.5
2023-03-15,RICHARDS_BAY,PARADIP,Capesize,13.9,12.5
2023-03-15,NEWCASTLE,DHAMRA,Panamax,16.4,12.5
2023-03-15,TANJUNG_BARA,PARADIP,Supramax,8.3,12.5
2023-03-15,MAPUTO,VISAKHAPATNAM,Panamax,13.2,12.5
2023-03-15,BALIKPAPAN,KAMARAJAR,Supramax,7.7,12.5
2023-03-15,HAY_POINT,VISAKHAPATNAM,Capesize,14.3,12.5
2023-03-15,GLADSTONE,PARADIP,Panamax,14.1,12.5
2023-03-15,TANJUNG_BARA,DHAMRA,Supramax,8.2,12.5
2023-03-16,GLADSTONE,PARADIP,Panamax,15.5,12.5
2023-03-16,HAY_POINT,VISAKHAPATNAM,Capesize,13.8,12.5
2023-03-16,NEWCASTLE,DHAMRA,Panamax,16.3,12.5
2023-03-16,TANJUNG_BARA,DHAMRA,Supramax,7.7,12.5
2023-03-16,TANJUNG_BARA,PARADIP,Supramax,6.3,12.5
2023-03-16,HAY_POINT,PARADIP,Capesize,15.2,12.5
2023-03-16,HAY_POINT,DHAMRA,Capesize,14.2,12.5
2023-03-16,RICHARDS_BAY,PARADIP,Capesize,15.6,12.5
2023-03-16,BALIKPAPAN,KAMARAJAR,Supramax,8.6,12.5
2023-03-16,MAPUTO,VISAKHAPATNAM,Panamax,14.4,12.5
2023-03-17,HAY_POINT,PARADIP,Capesize,15.5,12.5
2023-03-17,GLADSTONE,PARADIP,Panamax,14.7,12.5
2023-03-17,NEWCASTLE,DHAMRA,Panamax,15.8,12.5
2023-03-17,HAY_POINT,DHAMRA,Capesize,13.9,12.5
2023-03-17,RICHARDS_BAY,PARADIP,Capesize,15.5,12.5
