forecast_date,origin_port,destination_port,cargo_type,vessel_class,freight_usd_per_ton,freight_lag_1d,freight_lag_3d,freight_lag_7d,freight_lag_14d,freight_lag_30d,freight_rolling_mean_7d,freight_rolling_std_7d,freight_rolling_mean_30d,freight_rolling_std_30d,freight_rolling_mean_90d,freight_rolling_std_90d,freight_momentum_7d,freight_pct_change_7d,freight_volatility_30d
2023-02-13,GLADSTONE,PARADIP,Coking Coal,Panamax,21.07,21.16,21.25,21.21,21.19,21.65,21.215714285714284,0.031547394428686384,21.325,0.1469165843552798,21.432558139534883,0.2139324884970773,-0.05000000000000071,-0.2357378595002391,0.006889406065898232
2023-02-13,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.56,17.61,17.64,17.63,17.55,17.87,17.622857142857143,0.018898223650400663,17.64333333333333,0.09121151369145453,17.739302325581395,0.16913498904210306,-0.019999999999999574,-0.11344299489506281,0.0051697438328804765
2023-02-13,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.19,16.2,16.35,16.35,16.49,16.68,16.33142857142857,0.07151423434737682,16.476,0.119787167581674,16.53511627906977,0.13988723507956694,-0.15000000000000213,-0.9174311926605634,0.007270403470604152
2023-02-13,HAY_POINT,DHAMRA,Coking Coal,Capesize,17.89,17.87,18.02,18.06,18.06,18.43,17.994285714285716,0.07044078904938336,18.125,0.12982083144033998,18.218372093023255,0.18699287270041184,-0.18999999999999773,-1.0520487264673186,0.007162528631191172
2023-02-14,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.08,19.17,19.34,19.26,19.27,19.61,19.28142857142857,0.05984105932341323,19.345333333333333,0.11088152525862457,19.4425,0.1737162214112273,-0.08999999999999986,-0.4672897196261674,0.005731693703492208
2023-02-14,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.64,10.66,10.67,10.67,10.83,10.8,10.674285714285714,0.034086724129856395,10.709999999999999,0.06242236557627993,10.769090909090908,0.1051426092862756,-0.009999999999999787,-0.09372071227741131,0.005828418821314653
2023-02-14,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.48,17.56,17.64,17.64,17.59,17.86,17.61285714285714,0.029840847683569212,17.633,0.08171227907558054,17.735227272727272,0.1693282025214143,-0.08000000000000185,-0.45351473922903535,0.004634054277523992
2023-02-14,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,10.87,10.97,11.01,11.07,11.14,11.25,11.044285714285715,0.05094347941825898,11.127333333333333,0.07727841886962272,11.187272727272727,0.11775741000460883,-0.09999999999999964,-0.9033423667569977,0.006944918117814037
2023-02-14,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.19,11.23,11.38,11.35,11.49,11.52,11.327142857142857,0.04990467102864401,11.441666666666666,0.09498033674301827,11.49340909090909,0.12123287568968946,-0.11999999999999922,-1.0572687224669535,0.008301267595893804
2023-02-14,HAY_POINT,PARADIP,Coking Coal,Capesize,18.06,18.16,18.26,18.37,18.38,18.6,18.27857142857143,0.07646972634725094,18.369333333333334,0.10910081808010853,18.4675,0.17788322534872628,-0.21000000000000085,-1.1431682090364772,0.00593929110547154
2023-02-14,GLADSTONE,PARADIP,Coking Coal,Panamax,21.0,21.07,21.23,21.19,21.2,21.62,21.195714285714285,0.06373307431707428,21.305666666666664,0.14070471240138122,21.42431818181818,0.2183809103088356,-0.120000000000001,-0.566304860783393,0.006604098083516806
2023-02-14,HAY_POINT,DHAMRA,Coking Coal,Capesize,17.76,17.89,17.93,17.99,18.11,18.41,17.97,0.07325753658608349,18.106999999999996,0.12334839920406683,18.21090909090909,0.1913212102638599,-0.09999999999999787,-0.5558643690939293,0.006812194135089571
2023-02-14,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.13,16.19,16.27,16.36,16.45,16.62,16.30857142857143,0.0882097068409051,16.459666666666667,0.12433223937147182,16.527272727272727,0.14771694548387707,-0.16999999999999815,-1.0391198044009669,0.007553751961652027
2023-02-14,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,21.51,21.55,21.65,21.68,21.69,22.09,21.638571428571428,0.04705619740559222,21.762999999999998,0.1368903412123772,21.908409090909092,0.2507935608184392,-0.129999999999999,-0.5996309963099585,0.006290049221723899
2023-02-15,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.06,19.08,19.25,19.32,19.28,19.54,19.255714285714284,0.09744351233013489,19.327666666666666,0.10947156246490093,19.434444444444445,0.18003226422398663,-0.240000000000002,-1.2422360248447308,0.005663982329212059
2023-02-15,HAY_POINT,PARADIP,Coking Coal,Capesize,17.95,18.06,18.21,18.36,18.37,18.57,18.234285714285715,0.10064080399408605,18.351333333333333,0.11416060475559352,18.458444444444446,0.18604686061160755,-0.3000000000000007,-1.6339869281045791,0.006220834349307599
2023-02-15,HAY_POINT,DHAMRA,Coking Coal,Capesize,17.69,17.76,17.87,18.04,18.07,18.36,17.937142857142856,0.10672617387721928,18.08533333333333,0.1253610876582097,18.200888888888887,0.20072394229413756,-0.2799999999999976,-1.5521064301551974,0.0069316437440030436
2023-02-15,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.21,16.13,16.2,16.4,16.48,16.66,16.275714285714287,0.10674848052897291,16.443333333333335,0.13432675891615198,16.518444444444444,0.1575805069214343,-0.2699999999999996,-1.6463414634146318,0.008169071087542184
2023-02-15,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.62,10.64,10.65,10.63,10.76,10.66,10.670000000000002,0.036514837167014064,10.704666666666668,0.06129259016550248,10.766222222222222,0.10570733372874554,0.009999999999999787,0.0940733772342407,0.0057257822288256655
2023-02-15,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,10.81,10.87,11.02,11.13,11.11,11.2,11.015714285714285,0.08121107126025853,11.114666666666666,0.08700904960200474,11.180222222222223,0.1256526396801347,-0.26000000000000156,-2.336028751123105,0.007828309405170772
2023-02-15,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,21.52,21.51,21.61,21.65,21.7,22.06,21.614285714285717,0.06320789582976266,21.74366666666667,0.12989341342259914,21.899555555555555,0.25494166494563625,-0.13999999999999702,-0.6466512702078385,0.00597385047397399
2023-02-15,GLADSTONE,PARADIP,Coking Coal,Panamax,21.01,21.0,21.16,21.23,21.17,21.59,21.16857142857143,0.0978823394742551,21.285,0.13845825961340757,21.41488888888889,0.22496082711746615,-0.23000000000000043,-1.0833725859632615,0.00650496873917818
2023-02-15,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.47,17.48,17.61,17.6,17.62,17.78,17.59,0.055677643628280406,17.620333333333335,0.07443966931561137,17.729555555555557,0.17166240065308327,-0.120000000000001,-0.6818181818181874,0.004224645919427065
2023-02-15,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.19,11.19,11.31,11.33,11.39,11.5,11.304285714285715,0.0702037850017539,11.430666666666665,0.10425212586382876,11.486666666666666,0.12809797386801666,-0.14000000000000057,-1.2356575463371628,0.009120388941779025
2023-02-16,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,21.45,21.52,21.55,21.64,21.72,22.0,21.595714285714287,0.06972736021026894,21.725666666666665,0.12170295475214117,21.891304347826086,0.2582299465863907,-0.120000000000001,-0.5545286506469547,0.005601805303349702
2023-02-16,HAY_POINT,PARADIP,Coking Coal,Capesize,17.95,17.95,18.16,18.31,18.35,18.54,18.175714285714285,0.13023787760060257,18.33066666666667,0.12843711283747006,18.44739130434783,0.1986558697581638,-0.35999999999999943,-1.9661387220098279,0.007006679853658898
2023-02-16,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.14,11.19,11.23,11.32,11.36,11.55,11.284285714285716,0.0807995756707456,11.420333333333332,0.11220312041064773,11.480217391304349,0.13400645308566012,-0.13000000000000078,-1.14840989399294,0.00982485511899662
2023-02-16,HAY_POINT,DHAMRA,Coking Coal,Capesize,17.69,17.69,17.89,18.05,18.06,18.25,17.88714285714286,0.12996336480127701,18.063,0.13411652164930654,18.18978260869565,0.2122942311503291,-0.35999999999999943,-1.9944598337950106,0.007424930612262999
2023-02-16,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,10.76,10.81,10.97,11.05,11.06,11.21,10.969999999999999,0.0950438495292265,11.101666666666667,0.10171235076848387,11.172173913043478,0.13571068972025643,-0.2400000000000002,-2.1719457013574677,0.009161899183469498
2023-02-16,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.04,19.06,19.17,19.33,19.27,19.55,19.21857142857143,0.11653734328937669,19.311666666666667,0.1124057715211519,19.426304347826086,0.1863850100750473,-0.2699999999999996,-1.396792550439729,0.005820614733122563
2023-02-16,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.21,16.21,16.19,16.39,16.45,16.61,16.24857142857143,0.09317162862674006,16.428333333333335,0.13442298996036156,16.511739130434783,0.1623207298026704,-0.17999999999999972,-1.098230628431969,0.008182387539435622
2023-02-16,GLADSTONE,PARADIP,Coking Coal,Panamax,20.97,21.01,21.07,21.24,21.19,21.55,21.13714285714286,0.10950103282835805,21.265666666666668,0.13484814788682506,21.40608695652174,0.23031841013759619,-0.22999999999999687,-1.082862523540475,0.006341120172742843
2023-02-16,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.66,10.62,10.66,10.72,10.73,10.61,10.668571428571429,0.03848314411469841,10.703333333333335,0.06271629240742951,10.76304347826087,0.10672643253180611,-0.10000000000000142,-0.9328358208955356,0.005859510346380832
2023-02-16,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.42,17.47,17.56,17.6,17.68,17.77,17.571428571428573,0.07128079952518862,17.61,0.07301393348368586,17.72391304347826,0.17400483085081334,-0.13000000000000256,-0.7386363636363781,0.004146163173406352
2023-02-17,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.13,11.14,11.19,11.37,11.39,11.55,11.258571428571429,0.09494359227608169,11.406666666666668,0.12052566855906904,11.472978723404255,0.14152761128082678,-0.22999999999999865,-2.0228671943711403,0.010566247974202428
2023-02-17,HAY_POINT,DHAMRA,Coking Coal,Capesize,17.71,17.69,17.76,18.02,18.02,18.21,17.835714285714285,0.12594405409505244,18.04433333333333,0.14566573292001367,18.17914893617021,0.22226922362437398,-0.3299999999999983,-1.831298557158703,0.008072658059964183
2023-02-17,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.31,17.42,17.48,17.64,17.69,17.74,17.545714285714286,0.08941609528063486,17.598333333333336,0.0745137494062417,17.71744680851064,0.1777206905463977,-0.21999999999999886,-1.2471655328798121,0.004234136721635099
2023-02-17,GLADSTONE,PARADIP,Coking Coal,Panamax,20.92,20.97,21.0,21.25,21.2,21.51,21.09857142857143,0.11466306749612183,21.246333333333332,0.13425357719072892,21.396808510638298,0.23651552373887338,-0.28000000000000114,-1.317647058823535,0.006318905718197442
2023-02-17,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.01,19.04,19.08,19.3,19.24,19.47,19.177142857142858,0.12175306782090424,19.294666666666668,0.11367628974670047,19.41808510638298,0.192767468591747,-0.26000000000000156,-1.3471502590673656,0.0058915912728923605
2023-02-17,HAY_POINT,PARADIP,Coking Coal,Capesize,17.97,17.95,18.06,18.28,18.37,18.53,18.124285714285715,0.13914706163591636,18.310999999999996,0.1399347138416095,18.436808510638297,0.2094517313179386,-0.33000000000000185,-1.8052516411378654,0.007642112055136777
2023-02-17,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.65,10.66,10.64,10.72,10.74,10.6,10.66,0.031091263510302065,10.705,0.06078509345396898,10.760851063829787,0.10662469302130308,-0.0600000000000005,-0.559701492537318,0.0056781964926640805
2023-02-17,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,10.83,10.76,10.87,11.06,11.06,11.13,10.928571428571429,0.11538754575034002,11.086666666666668,0.117189305541649,11.163404255319147,0.14707697771168285,-0.3000000000000007,-2.712477396021706,0.01057029214145962
2023-02-17,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,21.4,21.45,21.51,21.69,21.7,21.94,21.568571428571428,0.08493695140675382,21.707333333333334,0.12037107377729114,21.881914893617022,0.2633945486368679,-0.240000000000002,-1.1065006915629414,0.005545180143912555
2023-02-17,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.18,16.21,16.13,16.35,16.45,16.62,16.222857142857144,0.06945365018353375,16.415,0.13561481965605088,16.50531914893617,0.16647040556716006,-0.14000000000000057,-0.8562691131498505,0.008261639942494724
2023-02-18,HAY_POINT,PARADIP,Coking Coal,Capesize,18.01,17.97,17.95,18.26,18.37,18.48,18.080000000000002,0.13038404810406967,18.292333333333332,0.1468915465123292,18.427083333333332,0.2178908406512693,-0.2900000000000027,-1.5881708652793136,0.00803022467585669
2023-02-18,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.68,10.65,10.62,10.67,10.73,10.63,10.65,0.016329931618569247,10.706666666666669,0.05844734342999526,10.758541666666666,0.10669083558189565,-0.019999999999999574,-0.18744142455482263,0.005458967319115372
2023-02-18,HAY_POINT,DHAMRA,Coking Coal,Capesize,17.74,17.71,17.69,17.93,17.97,18.17,17.791428571428572,0.10270160197198037,18.02766666666667,0.15439946697542992,18.169375,0.2300823742405519,-0.21999999999999886,-1.2269938650306684,0.008564584082360256
2023-02-18,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.35,17.31,17.47,17.64,17.63,17.73,17.498571428571427,0.11480832888318561,17.584,0.08668611629679925,17.70895833333333,0.1853948010854225,-0.33000000000000185,-1.8707482993197382,0.004929829179754279
2023-02-18,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,21.38,21.4,21.52,21.65,21.67,21.95,21.527142857142856,0.08654753717156438,21.689333333333334,0.12467705408811582,21.871875,0.26970161802621406,-0.25,-1.1547344110854503,0.005748311954637417
2023-02-18,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.17,11.13,11.19,11.38,11.38,11.56,11.224285714285713,0.09126100716391743,11.392666666666667,0.12749397100914078,11.465833333333334,0.14850794567658057,-0.25,-2.196836555360281,0.011190880479472828
2023-02-18,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.02,19.01,19.06,19.34,19.3,19.47,19.135714285714283,0.12231886511039544,19.279333333333334,0.12005554270142839,19.409583333333334,0.199594891135457,-0.3299999999999983,-1.706308169596682,0.006227162559291213
2023-02-18,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.21,16.18,16.21,16.27,16.39,16.62,16.19857142857143,0.04180453381663982,16.400333333333332,0.1364698610994533,16.498541666666664,0.17125307368986692,-0.08999999999999986,-0.5531653349723409,0.008321163864522264
2023-02-18,GLADSTONE,PARADIP,Coking Coal,Panamax,20.91,20.92,21.01,21.23,21.2,21.5,21.051428571428573,0.1097616465238209,21.22666666666667,0.13747309036576508,21.386875,0.24389705056969557,-0.3099999999999987,-1.460197833254822,0.006476433277281645
2023-02-18,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,10.87,10.83,10.81,11.01,11.09,11.22,10.895714285714286,0.10390013520318127,11.076666666666666,0.1258442752341007,11.156458333333333,0.15325530893353076,-0.17999999999999972,-1.6348773841961828,0.01136120450503467
2023-02-19,HAY_POINT,DHAMRA,Coking Coal,Capesize,17.69,17.74,17.69,17.87,18.01,18.21,17.764285714285712,0.08323804075399065,18.013333333333332,0.16056652576237704,18.16061224489796,0.23579129333714727,-0.13000000000000256,-0.7274762171236853,0.008913759757348837
2023-02-19,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.18,16.21,16.21,16.2,16.35,16.61,16.19,0.02886751345961532,16.386666666666667,0.13422403642426078,16.49265306122449,0.1744010644821787,0.010000000000001563,0.061728395061738044,0.008191051856647322
2023-02-19,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,10.88,10.87,10.76,11.02,11.1,11.23,10.875714285714286,0.0908950205561675,11.065,0.12829787538220175,11.150612244897959,0.15707493120675028,-0.15000000000000036,-1.3611615245009108,0.011594927734496318
2023-02-19,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.64,10.68,10.66,10.65,10.69,10.69,10.651428571428571,0.01864454471472848,10.708333333333334,0.05687756562358467,10.756938775510205,0.10616818578778371,0.02999999999999936,0.2816901408450644,0.005311523638000124
2023-02-19,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.03,19.02,19.04,19.25,19.28,19.51,19.09,0.08831760866321314,19.264333333333333,0.12347506612277745,19.401632653061224,0.20519652103507258,-0.23000000000000043,-1.194805194805197,0.0064095166952456584
2023-02-19,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.32,17.35,17.42,17.61,17.63,17.67,17.457142857142856,0.1073490080243251,17.57133333333333,0.09220417124731269,17.701632653061225,0.1904856396465739,-0.259999999999998,-1.476433844406576,0.005247420300905605
2023-02-19,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,21.38,21.38,21.45,21.61,21.71,21.9,21.488571428571426,0.08275034167667099,21.670333333333335,0.1269939812131528,21.861836734693878,0.2759730774111538,-0.23000000000000043,-1.0643220731143008,0.005860268933556758
2023-02-19,GLADSTONE,PARADIP,Coking Coal,Panamax,20.91,20.91,20.97,21.16,21.21,21.43,21.005714285714284,0.0873416935293375,21.207,0.13921330693431347,21.377142857142857,0.2507738024595092,-0.25,-1.1814744801512287,0.006564497898538853
2023-02-19,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.16,11.17,11.14,11.31,11.35,11.53,11.194285714285714,0.061062029351902476,11.379666666666667,0.1297074515535145,11.459795918367346,0.1529091478067725,-0.14000000000000057,-1.237842617152967,0.011398176708765445
2023-02-19,HAY_POINT,PARADIP,Coking Coal,Capesize,18.02,18.01,17.95,18.21,18.35,18.53,18.044285714285714,0.10453980786559358,18.276666666666664,0.15118687530460428,18.41857142857143,0.22369063458267643,-0.1999999999999993,-1.098297638660073,0.008272125221845941
2023-02-20,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.29,17.32,17.31,17.56,17.63,17.67,17.415714285714284,0.09360504666897887,17.55966666666667,0.10101155049465756,17.694000000000003,0.1961049281816818,-0.23999999999999844,-1.366742596810925,0.005752475397862006
2023-02-20,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,21.43,21.38,21.4,21.55,21.72,21.87,21.455714285714286,0.07138093649724991,21.653000000000002,0.13001724023612926,21.852199999999996,0.28151405518251915,-0.1700000000000017,-0.7888631090487317,0.006004583209538135
2023-02-20,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.18,16.18,16.18,16.19,16.35,16.59,16.187142857142856,0.028702082220935173,16.372333333333334,0.1325007048343801,16.4864,0.1781854113453921,-0.010000000000001563,-0.061766522544790384,0.008092964034919483
2023-02-20,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.68,10.64,10.65,10.66,10.66,10.7,10.65,0.01914854215513925,10.706666666666669,0.05815160526935711,10.7546,0.10637266028986407,-0.019999999999999574,-0.1876172607879885,0.00543134544857009
2023-02-20,GLADSTONE,PARADIP,Coking Coal,Panamax,20.97,20.91,20.92,21.07,21.21,21.46,20.97,0.06082762530299306,21.189666666666664,0.14281609426675412,21.367800000000003,0.2568433970579074,-0.16000000000000014,-0.7593735168486005,0.006739893388290872
2023-02-20,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.16,11.16,11.13,11.23,11.35,11.55,11.172857142857142,0.03401680257084806,11.367333333333333,0.13248118495778097,11.453800000000001,0.15716740068072294,-0.07000000000000028,-0.623330365093502,0.011654552661818748
2023-02-20,HAY_POINT,DHAMRA,Coking Coal,Capesize,17.69,17.69,17.71,17.89,18.06,18.18,17.73857142857143,0.07221001117765229,17.996,0.16655950577951015,18.1512,0.24267758067704662,-0.1999999999999993,-1.1179429849077656,0.009255362623889207
2023-02-20,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.02,19.03,19.01,19.17,19.29,19.5,19.05857142857143,0.05459809869344781,19.248333333333335,0.12162926523218356,19.3942,0.20978210269764158,-0.14000000000000057,-0.7303077725612966,0.006318950483964857
2023-02-20,HAY_POINT,PARADIP,Coking Coal,Capesize,18.05,18.02,17.97,18.16,18.34,18.46,18.017142857142854,0.07476948702833044,18.259666666666664,0.15038991467775953,18.4106,0.22845899020192245,-0.14000000000000057,-0.7709251101321617,0.0082361807267982
2023-02-20,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,10.98,10.88,10.83,10.97,11.11,11.26,10.855714285714285,0.06579187965526544,11.053333333333333,0.12868923630292742,11.145199999999999,0.16010506754335138,-0.08999999999999986,-0.8204193254329978,0.011642572645017559
2023-02-21,HAY_POINT,PARADIP,Coking Coal,Capesize,18.05,18.05,18.01,18.06,18.37,18.45,18.00142857142857,0.04561745697598387,18.246,0.150186091463117,18.40352941176471,0.23173108146652985,-0.00999999999999801,-0.055370985603532735,0.008231178968711884
2023-02-21,HAY_POINT,DHAMRA,Coking Coal,Capesize,17.76,17.69,17.74,17.76,17.99,18.2,17.71,0.02886751345931186,17.979666666666667,0.17183559370620774,18.142156862745097,0.24876747155116546,-0.07000000000000028,-0.39414414414414567,0.009557217989184508
2023-02-21,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.23,16.18,16.21,16.13,16.36,16.55,16.185714285714287,0.02878491668529297,16.358666666666668,0.13040344117876143,16.480392156862745,0.18153744279694742,0.05000000000000071,0.30998140111593747,0.007971520163344287
2023-02-21,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,21.48,21.43,21.38,21.51,21.68,21.88,21.43857142857143,0.0581459575631737,21.638333333333332,0.1295105729496462,21.84392156862745,0.28488649270453387,-0.08000000000000185,-0.3719200371920123,0.005985237908787471
2023-02-21,GLADSTONE,PARADIP,Coking Coal,Panamax,20.98,20.97,20.91,21.0,21.19,21.38,20.955714285714286,0.042370250120094564,21.173333333333336,0.13879613761230233,21.36,0.2602921435618083,-0.030000000000001137,-0.1428571428571483,0.006555233199573472
2023-02-21,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,10.92,10.98,10.87,10.87,11.07,11.27,10.857142857142858,0.06872997543874887,11.044,0.12322113567023692,11.141960784313726,0.16017514923162215,0.11000000000000121,1.0119595216191464,0.011157292255544812
2023-02-21,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.31,17.29,17.35,17.48,17.64,17.64,17.377142857142854,0.07867957924692494,17.547,0.11011436061565505,17.68607843137255,0.20220858964319455,-0.19000000000000128,-1.0869565217391377,0.0062753952593409155
2023-02-21,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.67,10.68,10.68,10.64,10.67,10.72,10.652857142857142,0.02214669705569258,10.706,0.05834499062503405,10.75313725490196,0.10582041761547578,0.03999999999999915,0.3759398496240521,0.005449746929295167
2023-02-21,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.26,11.16,11.17,11.19,11.35,11.6,11.16285714285714,0.02288688541087947,11.354333333333335,0.13307201403579205,11.448039215686276,0.16093501306854505,-0.02999999999999936,-0.2680965147453026,0.011719931952775037
2023-02-21,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,18.98,19.02,19.02,19.08,19.26,19.38,19.037142857142857,0.024976179127231844,19.232333333333333,0.1189228475868379,19.38686274509804,0.21418207390982236,-0.05999999999999872,-0.31446540880502477,0.0061834851510566185
2023-02-22,HAY_POINT,PARADIP,Coking Coal,Capesize,18.15,18.05,18.02,17.95,18.36,18.37,18.0,0.043588989435445764,18.232666666666667,0.14920324793852383,18.396730769230768,0.23462712306514874,0.10000000000000142,0.5571030640668604,0.008183292694715922
2023-02-22,HAY_POINT,DHAMRA,Coking Coal,Capesize,17.88,17.76,17.69,17.69,18.04,18.16,17.71,0.02886751345931186,17.965,0.17115731823735628,18.134807692307692,0.25195307985708615,0.07000000000000028,0.3957037874505386,0.009527265139847274
2023-02-22,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,21.54,21.48,21.38,21.52,21.65,21.82,21.434285714285714,0.052870011303422386,21.625,0.12425640897922405,21.836923076923078,0.28655861024242946,-0.03999999999999915,-0.18587360594795144,0.005745961108865852
2023-02-22,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.25,16.23,16.18,16.21,16.4,16.55,16.2,0.020000000000187756,16.348,0.12726296424712055,16.475576923076922,0.1830719719345209,0.019999999999999574,0.12338062924120649,0.007784619785118703
2023-02-22,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.37,17.31,17.32,17.47,17.6,17.53,17.352857142857143,0.06701101544129245,17.536,0.11678450534919703,17.678846153846152,0.2068972828994889,-0.16000000000000014,-0.9158557527189476,0.0066597003506613265
2023-02-22,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,10.98,10.92,10.88,10.81,11.13,11.2,10.864285714285716,0.07276838664722182,11.032333333333334,0.1175228028741794,11.137692307692307,0.16155634462529678,0.10999999999999943,1.0175763182238615,0.010652579044098807
2023-02-22,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.72,10.67,10.64,10.62,10.63,10.74,10.657142857142857,0.0221466970556911,10.704333333333333,0.058644653654870316,10.751538461538463,0.10541020926454203,0.05000000000000071,0.4708097928436979,0.005478590009174196
2023-02-22,GLADSTONE,PARADIP,Coking Coal,Panamax,21.1,20.98,20.91,21.01,21.23,21.34,20.952857142857145,0.03946064947696805,21.160000000000004,0.13746472901853457,21.352692307692305,0.2630597888098613,-0.030000000000001137,-0.1427891480247555,0.006496442770252105
2023-02-22,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.04,18.98,19.03,19.06,19.32,19.37,19.02285714285714,0.024976179127220922,19.219,0.12410646152841853,19.379038461538464,0.21944903928849707,-0.0799999999999983,-0.4197271773347235,0.006457487982122823
2023-02-22,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.35,11.26,11.16,11.19,11.33,11.57,11.172857142857142,0.04309458036858041,11.343,0.1257021657838899,11.444423076923076,0.161468912342569,0.07000000000000028,0.625558534405722,0.011081915347252922
2023-02-23,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.12,19.04,19.02,19.04,19.33,19.36,19.02,0.020816659994310725,19.208000000000002,0.12488339388792628,19.37264150943396,0.22226241371748545,0.0,0.0,0.006501634417322276
2023-02-23,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,21.56,21.54,21.43,21.45,21.64,21.8,21.437142857142856,0.05851332774501457,21.615666666666662,0.11953021067649028,21.83132075471698,0.2867056768497638,0.08999999999999986,0.419580419580419,0.005529795241560456
2023-02-23,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.68,10.72,10.68,10.66,10.72,10.7,10.671428571428573,0.026095064302517602,10.703666666666667,0.05833809504375493,10.750943396226415,0.10448158010171697,0.0600000000000005,0.5628517823639821,0.0054502907144363235
2023-02-23,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.31,11.35,11.16,11.14,11.32,11.52,11.195714285714287,0.08017837257373417,11.335666666666667,0.1181957270169249,11.442641509433964,0.1604339181407277,0.20999999999999908,1.8850987432674962,0.010426888024547144
2023-02-23,GLADSTONE,PARADIP,Coking Coal,Panamax,21.14,21.1,20.97,20.97,21.24,21.35,20.965714285714284,0.06654751256487867,21.152,0.13355613568575408,21.34792452830189,0.2628201965849416,0.13000000000000256,0.6199332379590012,0.006314113827806074
2023-02-23,HAY_POINT,PARADIP,Coking Coal,Capesize,18.24,18.15,18.05,17.95,18.31,18.36,18.02857142857143,0.06542898731415567,18.22533333333333,0.1476186450548116,18.392075471698114,0.2348187393466103,0.1999999999999993,1.1142061281337008,0.008099640338803768
