forecast_date,origin_port,destination_port,cargo_type,bunker_vlsfo_usd_ton,coal_type,import_volume_tons
2023-01-30,HAY_POINT,VISAKHAPATNAM,Coking Coal,607.2,Coking Coal,70000.0
2023-01-30,TANJUNG_BARA,DHAMRA,Thermal Coal,607.2,Thermal Coal,70000.0
2023-01-30,HAY_POINT,PARADIP,Coking Coal,607.2,Coking Coal,70000.0
2023-01-30,HAY_POINT,DHAMRA,Coking Coal,607.2,Coking Coal,70000.0
2023-01-30,NEWCASTLE,DHAMRA,Thermal Coal,607.2,Thermal Coal,70000.0
2023-01-30,TANJUNG_BARA,PARADIP,Thermal Coal,607.2,Thermal Coal,70000.0
2023-01-30,MAPUTO,VISAKHAPATNAM,Coking Coal,607.2,Coking Coal,70000.0
2023-01-30,BALIKPAPAN,KAMARAJAR,Thermal Coal,607.2,Thermal Coal,70000.0
2023-01-30,RICHARDS_BAY,PARADIP,Thermal Coal,607.2,Thermal Coal,70000.0
2023-01-30,GLADSTONE,PARADIP,Coking Coal,607.2,Coking Coal,70000.0
2023-01-31,TANJUNG_BARA,DHAMRA,Thermal Coal,611.0,Thermal Coal,70000.0
2023-01-31,HAY_POINT,VISAKHAPATNAM,Coking Coal,611.0,Coking Coal,70000.0
2023-01-31,HAY_POINT,PARADIP,Coking Coal,611.0,Coking Coal,70000.0
2023-01-31,HAY_POINT,DHAMRA,Coking Coal,611.0,Coking Coal,70000.0
2023-01-31,MAPUTO,VISAKHAPATNAM,Coking Coal,611.0,Coking Coal,70000.0
2023-01-31,TANJUNG_BARA,PARADIP,Thermal Coal,611.0,Thermal Coal,70000.0
2023-01-31,RICHARDS_BAY,PARADIP,Thermal Coal,611.0,Thermal Coal,70000.0
2023-01-31,BALIKPAPAN,KAMARAJAR,Thermal Coal,611.0,Thermal Coal,70000.0
2023-01-31,NEWCASTLE,DHAMRA,Thermal Coal,611.0,Thermal Coal,70000.0
2023-01-31,GLADSTONE,PARADIP,Coking Coal,611.0,Coking Coal,70000.0
2023-02-01,HAY_POINT,PARADIP,Coking Coal,609.5,Coking Coal,70000.0
2023-02-01,TANJUNG_BARA,DHAMRA,Thermal Coal,609.5,Thermal Coal,70000.0
2023-02-01,RICHARDS_BAY,PARADIP,Thermal Coal,609.5,Thermal Coal,70000.0
2023-02-01,BALIKPAPAN,KAMARAJAR,Thermal Coal,609.5,Thermal Coal,70000.0
2023-02-01,TANJUNG_BARA,PARADIP,Thermal Coal,609.5,Thermal Coal,70000.0
2023-02-01,MAPUTO,VISAKHAPATNAM,Coking Coal,609.5,Coking Coal,70000.0
2023-02-01,HAY_POINT,VISAKHAPATNAM,Coking Coal,609.5,Coking Coal,70000.0
2023-02-01,HAY_POINT,DHAMRA,Coking Coal,609.5,Coking Coal,70000.0
2023-02-01,NEWCASTLE,DHAMRA,Thermal Coal,609.5,Thermal Coal,70000.0
2023-02-01,GLADSTONE,PARADIP,Coking Coal,609.5,Coking Coal,70000.0
2023-02-02,HAY_POINT,VISAKHAPATNAM,Coking Coal,610.5,Coking Coal,70000.0
2023-02-02,RICHARDS_BAY,PARADIP,Thermal Coal,610.5,Thermal Coal,70000.0
2023-02-02,BALIKPAPAN,KAMARAJAR,Thermal Coal,610.5,Thermal Coal,70000.0
2023-02-02,HAY_POINT,PARADIP,Coking Coal,610.5,Coking Coal,70000.0
2023-02-02,NEWCASTLE,DHAMRA,Thermal Coal,610.5,Thermal Coal,70000.0
2023-02-02,TANJUNG_BARA,PARADIP,Thermal Coal,610.5,Thermal Coal,70000.0
2023-02-02,MAPUTO,VISAKHAPATNAM,Coking Coal,610.5,Coking Coal,70000.0
2023-02-02,HAY_POINT,DHAMRA,Coking Coal,610.5,Coking Coal,70000.0
2023-02-02,GLADSTONE,PARADIP,Coking Coal,610.5,Coking Coal,70000.0
2023-02-02,TANJUNG_BARA,DHAMRA,Thermal Coal,610.5,Thermal Coal,70000.0
2023-02-03,GLADSTONE,PARADIP,Coking Coal,604.8,Coking Coal,70000.0
2023-02-03,BALIKPAPAN,KAMARAJAR,Thermal Coal,604.8,Thermal Coal,70000.0
2023-02-03,NEWCASTLE,DHAMRA,Thermal Coal,604.8,Thermal Coal,70000.0
2023-02-03,TANJUNG_BARA,PARADIP,Thermal Coal,604.8,Thermal Coal,70000.0
2023-02-03,HAY_POINT,VISAKHAPATNAM,Coking Coal,604.8,Coking Coal,70000.0
2023-02-03,MAPUTO,VISAKHAPATNAM,Coking Coal,604.8,Coking Coal,70000.0
2023-02-03,TANJUNG_BARA,DHAMRA,Thermal Coal,604.8,Thermal Coal,70000.0
2023-02-03,HAY_POINT,DHAMRA,Coking Coal,604.8,Coking Coal,70000.0
2023-02-03,RICHARDS_BAY,PARADIP,Thermal Coal,604.8,Thermal Coal,70000.0
2023-02-03,HAY_POINT,PARADIP,Coking Coal,604.8,Coking Coal,70000.0
2023-02-04,TANJUNG_BARA,DHAMRA,Thermal Coal,601.6,Thermal Coal,70000.0
2023-02-04,HAY_POINT,PARADIP,Coking Coal,601.6,Coking Coal,70000.0
2023-02-04,TANJUNG_BARA,PARADIP,Thermal Coal,601.6,Thermal Coal,70000.0
2023-02-04,RICHARDS_BAY,PARADIP,Thermal Coal,601.6,Thermal Coal,70000.0
2023-02-04,MAPUTO,VISAKHAPATNAM,Coking Coal,601.6,Coking Coal,70000.0
2023-02-04,NEWCASTLE,DHAMRA,Thermal Coal,601.6,Thermal Coal,70000.0
2023-02-04,HAY_POINT,VISAKHAPATNAM,Coking Coal,601.6,Coking Coal,70000.0
2023-02-04,BALIKPAPAN,KAMARAJAR,Thermal Coal,601.6,Thermal Coal,70000.0
2023-02-04,HAY_POINT,DHAMRA,Coking Coal,601.6,Coking Coal,70000.0
2023-02-04,GLADSTONE,PARADIP,Coking Coal,601.6,Coking Coal,70000.0
2023-02-05,RICHARDS_BAY,PARADIP,Thermal Coal,609.2,Thermal Coal,70000.0
2023-02-05,NEWCASTLE,DHAMRA,Thermal Coal,609.2,Thermal Coal,70000.0
2023-02-05,MAPUTO,VISAKHAPATNAM,Coking Coal,609.2,Coking Coal,70000.0
2023-02-05,TANJUNG_BARA,PARADIP,Thermal Coal,609.2,Thermal Coal,70000.0
2023-02-05,HAY_POINT,PARADIP,Coking Coal,609.2,Coking Coal,70000.0
2023-02-05,BALIKPAPAN,KAMARAJAR,Thermal Coal,609.2,Thermal Coal,70000.0
2023-02-05,HAY_POINT,DHAMRA,Coking Coal,609.2,Coking Coal,70000.0
2023-02-05,GLADSTONE,PARADIP,Coking Coal,609.2,Coking Coal,70000.0
2023-02-05,TANJUNG_BARA,DHAMRA,Thermal Coal,609.2,Thermal Coal,70000.0
2023-02-05,HAY_POINT,VISAKHAPATNAM,Coking Coal,609.2,Coking Coal,70000.0
2023-02-06,GLADSTONE,PARADIP,Coking Coal,608.9,Coking Coal,70000.0
2023-02-06,BALIKPAPAN,KAMARAJAR,Thermal Coal,608.9,Thermal Coal,70000.0
2023-02-06,HAY_POINT,VISAKHAPATNAM,Coking Coal,608.9,Coking Coal,70000.0
2023-02-06,HAY_POINT,PARADIP,Coking Coal,608.9,Coking Coal,70000.0
2023-02-06,NEWCASTLE,DHAMRA,Thermal Coal,608.9,Thermal Coal,70000.0
2023-02-06,RICHARDS_BAY,PARADIP,Thermal Coal,608.9,Thermal Coal,70000.0
2023-02-06,TANJUNG_BARA,PARADIP,Thermal Coal,608.9,Thermal Coal,70000.0
2023-02-06,TANJUNG_BARA,DHAMRA,Thermal Coal,608.9,Thermal Coal,70000.0
2023-02-06,MAPUTO,VISAKHAPATNAM,Coking Coal,608.9,Coking Coal,70000.0
2023-02-06,HAY_POINT,DHAMRA,Coking Coal,608.9,Coking Coal,70000.0
2023-02-07,BALIKPAPAN,KAMARAJAR,Thermal Coal,609.1,Thermal Coal,70000.0
2023-02-07,MAPUTO,VISAKHAPATNAM,Coking Coal,609.1,Coking Coal,70000.0
2023-02-07,GLADSTONE,PARADIP,Coking Coal,609.1,Coking Coal,70000.0
2023-02-07,HAY_POINT,DHAMRA,Coking Coal,609.1,Coking Coal,70000.0
2023-02-07,TANJUNG_BARA,PARADIP,Thermal Coal,609.1,Thermal Coal,70000.0
2023-02-07,HAY_POINT,PARADIP,Coking Coal,609.1,Coking Coal,70000.0
2023-02-07,HAY_POINT,VISAKHAPATNAM,Coking Coal,609.1,Coking Coal,70000.0
2023-02-07,NEWCASTLE,DHAMRA,Thermal Coal,609.1,Thermal Coal,70000.0
2023-02-07,RICHARDS_BAY,PARADIP,Thermal Coal,609.1,Thermal Coal,70000.0
2023-02-07,TANJUNG_BARA,DHAMRA,Thermal Coal,609.1,Thermal Coal,70000.0
2023-02-08,HAY_POINT,DHAMRA,Coking Coal,610.3,Coking Coal,70000.0
2023-02-08,HAY_POINT,PARADIP,Coking Coal,610.3,Coking Coal,70000.0
2023-02-08,RICHARDS_BAY,PARADIP,Thermal Coal,610.3,Thermal Coal,70000.0
2023-02-08,TANJUNG_BARA,DHAMRA,Thermal Coal,610.3,Thermal Coal,70000.0
2023-02-08,BALIKPAPAN,KAMARAJAR,Thermal Coal,610.3,Thermal Coal,70000.0
2023-02-08,TANJUNG_BARA,PARADIP,Thermal Coal,610.3,Thermal Coal,70000.0
2023-02-08,HAY_POINT,VISAKHAPATNAM,Coking Coal,610.3,Coking Coal,70000.0
2023-02-08,MAPUTO,VISAKHAPATNAM,Coking Coal,610.3,Coking Coal,70000.0
2023-02-08,NEWCASTLE,DHAMRA,Thermal Coal,610.3,Thermal Coal,70000.0
2023-02-08,GLADSTONE,PARADIP,Coking Coal,610.3,Coking Coal,70000.0
2023-02-09,TANJUNG_BARA,DHAMRA,Thermal Coal,614.9,Thermal Coal,70000.0
2023-02-09,NEWCASTLE,DHAMRA,Thermal Coal,614.9,Thermal Coal,70000.0
2023-02-09,TANJUNG_BARA,PARADIP,Thermal Coal,614.9,Thermal Coal,70000.0
2023-02-09,GLADSTONE,PARADIP,Coking Coal,614.9,Coking Coal,70000.0
2023-02-09,HAY_POINT,DHAMRA,Coking Coal,614.9,Coking Coal,70000.0
2023-02-09,HAY_POINT,VISAKHAPATNAM,Coking Coal,614.9,Coking Coal,70000.0
2023-02-09,RICHARDS_BAY,PARADIP,Thermal Coal,614.9,Thermal Coal,70000.0
2023-02-09,MAPUTO,VISAKHAPATNAM,Coking Coal,614.9,Coking Coal,70000.0
2023-02-09,HAY_POINT,PARADIP,Coking Coal,614.9,Coking Coal,70000.0
2023-02-09,BALIKPAPAN,KAMARAJAR,Thermal Coal,614.9,Thermal Coal,70000.0
2023-02-10,TANJUNG_BARA,DHAMRA,Thermal Coal,611.3,Thermal Coal,70000.0
2023-02-10,NEWCASTLE,DHAMRA,Thermal Coal,611.3,Thermal Coal,70000.0
2023-02-10,TANJUNG_BARA,PARADIP,Thermal Coal,611.3,Thermal Coal,70000.0
2023-02-10,GLADSTONE,PARADIP,Coking Coal,611.3,Coking Coal,70000.0
2023-02-10,RICHARDS_BAY,PARADIP,Thermal Coal,611.3,Thermal Coal,70000.0
2023-02-10,HAY_POINT,VISAKHAPATNAM,Coking Coal,611.3,Coking Coal,70000.0
2023-02-10,HAY_POINT,PARADIP,Coking Coal,611.3,Coking Coal,70000.0
2023-02-10,HAY_POINT,DHAMRA,Coking Coal,611.3,Coking Coal,70000.0
2023-02-10,MAPUTO,VISAKHAPATNAM,Coking Coal,611.3,Coking Coal,70000.0
2023-02-10,BALIKPAPAN,KAMARAJAR,Thermal Coal,611.3,Thermal Coal,70000.0
2023-02-11,TANJUNG_BARA,PARADIP,Thermal Coal,613.6,Thermal Coal,70000.0
2023-02-11,GLADSTONE,PARADIP,Coking Coal,613.6,Coking Coal,70000.0
2023-02-11,HAY_POINT,VISAKHAPATNAM,Coking Coal,613.6,Coking Coal,70000.0
2023-02-11,HAY_POINT,PARADIP,Coking Coal,613.6,Coking Coal,70000.0
2023-02-11,BALIKPAPAN,KAMARAJAR,Thermal Coal,613.6,Thermal Coal,70000.0
2023-02-11,HAY_POINT,DHAMRA,Coking Coal,613.6,Coking Coal,70000.0
2023-02-11,NEWCASTLE,DHAMRA,Thermal Coal,613.6,Thermal Coal,70000.0
2023-02-11,RICHARDS_BAY,PARADIP,Thermal Coal,613.6,Thermal Coal,70000.0
2023-02-11,MAPUTO,VISAKHAPATNAM,Coking Coal,613.6,Coking Coal,70000.0
2023-02-11,TANJUNG_BARA,DHAMRA,Thermal Coal,613.6,Thermal Coal,70000.0
2023-02-12,RICHARDS_BAY,PARADIP,Thermal Coal,611.3,Thermal Coal,70000.0
2023-02-12,HAY_POINT,PARADIP,Coking Coal,611.3,Coking Coal,70000.0
2023-02-12,TANJUNG_BARA,PARADIP,Thermal Coal,611.3,Thermal Coal,70000.0
2023-02-12,MAPUTO,VISAKHAPATNAM,Coking Coal,611.3,Coking Coal,70000.0
2023-02-12,NEWCASTLE,DHAMRA,Thermal Coal,611.3,Thermal Coal,70000.0
2023-02-12,HAY_POINT,VISAKHAPATNAM,Coking Coal,611.3,Coking Coal,70000.0
2023-02-12,HAY_POINT,DHAMRA,Coking Coal,611.3,Coking Coal,70000.0
2023-02-12,BALIKPAPAN,KAMARAJAR,Thermal Coal,611.3,Thermal Coal,70000.0
2023-02-12,GLADSTONE,PARADIP,Coking Coal,611.3,Coking Coal,70000.0
2023-02-12,TANJUNG_BARA,DHAMRA,Thermal Coal,611.3,Thermal Coal,70000.0
2023-02-13,HAY_POINT,PARADIP,Coking Coal,605.1,Coking Coal,70000.0
2023-02-13,MAPUTO,VISAKHAPATNAM,Coking Coal,605.1,Coking Coal,70000.0
2023-02-13,TANJUNG_BARA,PARADIP,Thermal Coal,605.1,Thermal Coal,70000.0
2023-02-13,TANJUNG_BARA,DHAMRA,Thermal Coal,605.1,Thermal Coal,70000.0
2023-02-13,NEWCASTLE,DHAMRA,Thermal Coal,605.1,Thermal Coal,70000.0
2023-02-13,BALIKPAPAN,KAMARAJAR,Thermal Coal,605.1,Thermal Coal,70000.0
2023-02-13,GLADSTONE,PARADIP,Coking Coal,605.1,Coking Coal,70000.0
2023-02-13,HAY_POINT,VISAKHAPATNAM,Coking Coal,605.1,Coking Coal,70000.0
2023-02-13,RICHARDS_BAY,PARADIP,Thermal Coal,605.1,Thermal Coal,70000.0
2023-02-13,HAY_POINT,DHAMRA,Coking Coal,605.1,Coking Coal,70000.0
2023-02-14,MAPUTO,VISAKHAPATNAM,Coking Coal,607.0,Coking Coal,70000.0
2023-02-14,BALIKPAPAN,KAMARAJAR,Thermal Coal,607.0,Thermal Coal,70000.0
2023-02-14,HAY_POINT,VISAKHAPATNAM,Coking Coal,607.0,Coking Coal,70000.0
2023-02-14,TANJUNG_BARA,DHAMRA,Thermal Coal,607.0,Thermal Coal,70000.0
2023-02-14,TANJUNG_BARA,PARADIP,Thermal Coal,607.0,Thermal Coal,70000.0
2023-02-14,HAY_POINT,PARADIP,Coking Coal,607.0,Coking Coal,70000.0
2023-02-14,GLADSTONE,PARADIP,Coking Coal,607.0,Coking Coal,70000.0
2023-02-14,HAY_POINT,DHAMRA,Coking Coal,607.0,Coking Coal,70000.0
2023-02-14,RICHARDS_BAY,PARADIP,Thermal Coal,607.0,Thermal Coal,70000.0
2023-02-14,NEWCASTLE,DHAMRA,Thermal Coal,607.0,Thermal Coal,70000.0
2023-02-15,MAPUTO,VISAKHAPATNAM,Coking Coal,603.9,Coking Coal,70000.0
2023-02-15,HAY_POINT,PARADIP,Coking Coal,603.9,Coking Coal,70000.0
2023-02-15,HAY_POINT,DHAMRA,Coking Coal,603.9,Coking Coal,70000.0
2023-02-15,RICHARDS_BAY,PARADIP,Thermal Coal,603.9,Thermal Coal,70000.0
2023-02-15,BALIKPAPAN,KAMARAJAR,Thermal Coal,603.9,Thermal Coal,70000.0
2023-02-15,TANJUNG_BARA,DHAMRA,Thermal Coal,603.9,Thermal Coal,70000.0
2023-02-15,NEWCASTLE,DHAMRA,Thermal Coal,603.9,Thermal Coal,70000.0
2023-02-15,GLADSTONE,PARADIP,Coking Coal,603.9,Coking Coal,70000.0
2023-02-15,HAY_POINT,VISAKHAPATNAM,Coking Coal,603.9,Coking Coal,70000.0
2023-02-15,TANJUNG_BARA,PARADIP,Thermal Coal,603.9,Thermal Coal,70000.0
2023-02-16,NEWCASTLE,DHAMRA,Thermal Coal,599.0,Thermal Coal,70000.0
2023-02-16,HAY_POINT,PARADIP,Coking Coal,599.0,Coking Coal,70000.0
2023-02-16,TANJUNG_BARA,PARADIP,Thermal Coal,599.0,Thermal Coal,70000.0
2023-02-16,HAY_POINT,DHAMRA,Coking Coal,599.0,Coking Coal,70000.0
2023-02-16,TANJUNG_BARA,DHAMRA,Thermal Coal,599.0,Thermal Coal,70000.0
2023-02-16,MAPUTO,VISAKHAPATNAM,Coking Coal,599.0,Coking Coal,70000.0
2023-02-16,RICHARDS_BAY,PARADIP,Thermal Coal,599.0,Thermal Coal,70000.0
2023-02-16,GLADSTONE,PARADIP,Coking Coal,599.0,Coking Coal,70000.0
2023-02-16,BALIKPAPAN,KAMARAJAR,Thermal Coal,599.0,Thermal Coal,70000.0
2023-02-16,HAY_POINT,VISAKHAPATNAM,Coking Coal,599.0,Coking Coal,70000.0
2023-02-17,TANJUNG_BARA,PARADIP,Thermal Coal,592.5,Thermal Coal,70000.0
2023-02-17,HAY_POINT,DHAMRA,Coking Coal,592.5,Coking Coal,70000.0
2023-02-17,HAY_POINT,VISAKHAPATNAM,Coking Coal,592.5,Coking Coal,70000.0
2023-02-17,GLADSTONE,PARADIP,Coking Coal,592.5,Coking Coal,70000.0
2023-02-17,MAPUTO,VISAKHAPATNAM,Coking Coal,592.5,Coking Coal,70000.0
2023-02-17,HAY_POINT,PARADIP,Coking Coal,592.5,Coking Coal,70000.0
2023-02-17,BALIKPAPAN,KAMARAJAR,Thermal Coal,592.5,Thermal Coal,70000.0
2023-02-17,TANJUNG_BARA,DHAMRA,Thermal Coal,592.5,Thermal Coal,70000.0
2023-02-17,NEWCASTLE,DHAMRA,Thermal Coal,592.5,Thermal Coal,70000.0
2023-02-17,RICHARDS_BAY,PARADIP,Thermal Coal,592.5,Thermal Coal,70000.0
2023-02-18,HAY_POINT,PARADIP,Coking Coal,595.7,Coking Coal,70000.0
2023-02-18,BALIKPAPAN,KAMARAJAR,Thermal Coal,595.7,Thermal Coal,70000.0
2023-02-18,HAY_POINT,DHAMRA,Coking Coal,595.7,Coking Coal,70000.0
2023-02-18,HAY_POINT,VISAKHAPATNAM,Coking Coal,595.7,Coking Coal,70000.0
2023-02-18,NEWCASTLE,DHAMRA,Thermal Coal,595.7,Thermal Coal,70000.0
2023-02-18,TANJUNG_BARA,PARADIP,Thermal Coal,595.7,Thermal Coal,70000.0
2023-02-18,MAPUTO,VISAKHAPATNAM,Coking Coal,595.7,Coking Coal,70000.0
2023-02-18,RICHARDS_BAY,PARADIP,Thermal Coal,595.7,Thermal Coal,70000.0
2023-02-18,GLADSTONE,PARADIP,Coking Coal,595.7,Coking Coal,70000.0
2023-02-18,TANJUNG_BARA,DHAMRA,Thermal Coal,595.7,Thermal Coal,70000.0
2023-02-19,HAY_POINT,DHAMRA,Coking Coal,597.8,Coking Coal,70000.0
2023-02-19,RICHARDS_BAY,PARADIP,Thermal Coal,597.8,Thermal Coal,70000.0
2023-02-19,TANJUNG_BARA,DHAMRA,Thermal Coal,597.8,Thermal Coal,70000.0
2023-02-19,BALIKPAPAN,KAMARAJAR,Thermal Coal,597.8,Thermal Coal,70000.0
2023-02-19,MAPUTO,VISAKHAPATNAM,Coking Coal,597.8,Coking Coal,70000.0
2023-02-19,HAY_POINT,VISAKHAPATNAM,Coking Coal,597.8,Coking Coal,70000.0
2023-02-19,NEWCASTLE,DHAMRA,Thermal Coal,597.8,Thermal Coal,70000.0
2023-02-19,GLADSTONE,PARADIP,Coking Coal,597.8,Coking Coal,70000.0
2023-02-19,TANJUNG_BARA,PARADIP,Thermal Coal,597.8,Thermal Coal,70000.0
2023-02-19,HAY_POINT,PARADIP,Coking Coal,597.8,Coking Coal,70000.0
2023-02-20,HAY_POINT,VISAKHAPATNAM,Coking Coal,599.1,Coking Coal,70000.0
2023-02-20,NEWCASTLE,DHAMRA,Thermal Coal,599.1,Thermal Coal,70000.0
2023-02-20,RICHARDS_BAY,PARADIP,Thermal Coal,599.1,Thermal Coal,70000.0
2023-02-20,BALIKPAPAN,KAMARAJAR,Thermal Coal,599.1,Thermal Coal,70000.0
2023-02-20,GLADSTONE,PARADIP,Coking Coal,599.1,Coking Coal,70000.0
2023-02-20,TANJUNG_BARA,PARADIP,Thermal Coal,599.1,Thermal Coal,70000.0
2023-02-20,HAY_POINT,DHAMRA,Coking Coal,599.1,Coking Coal,70000.0
2023-02-20,MAPUTO,VISAKHAPATNAM,Coking Coal,599.1,Coking Coal,70000.0
2023-02-20,HAY_POINT,PARADIP,Coking Coal,599.1,Coking Coal,70000.0
2023-02-20,TANJUNG_BARA,DHAMRA,Thermal Coal,599.1,Thermal Coal,70000.0
2023-02-21,HAY_POINT,PARADIP,Coking Coal,600.3,Coking Coal,70000.0
2023-02-21,HAY_POINT,DHAMRA,Coking Coal,600.3,Coking Coal,70000.0
2023-02-21,RICHARDS_BAY,PARADIP,Thermal Coal,600.3,Thermal Coal,70000.0
2023-02-21,NEWCASTLE,DHAMRA,Thermal Coal,600.3,Thermal Coal,70000.0
2023-02-21,GLADSTONE,PARADIP,Coking Coal,600.3,Coking Coal,70000.0
2023-02-21,TANJUNG_BARA,DHAMRA,Thermal Coal,600.3,Thermal Coal,70000.0
2023-02-21,HAY_POINT,VISAKHAPATNAM,Coking Coal,600.3,Coking Coal,70000.0
2023-02-21,BALIKPAPAN,KAMARAJAR,Thermal Coal,600.3,Thermal Coal,70000.0
2023-02-21,TANJUNG_BARA,PARADIP,Thermal Coal,600.3,Thermal Coal,70000.0
2023-02-21,MAPUTO,VISAKHAPATNAM,Coking Coal,600.3,Coking Coal,70000.0
2023-02-22,HAY_POINT,PARADIP,Coking Coal,602.2,Coking Coal,70000.0
2023-02-22,HAY_POINT,DHAMRA,Coking Coal,602.2,Coking Coal,70000.0
2023-02-22,NEWCASTLE,DHAMRA,Thermal Coal,602.2,Thermal Coal,70000.0
2023-02-22,RICHARDS_BAY,PARADIP,Thermal Coal,602.2,Thermal Coal,70000.0
2023-02-22,HAY_POINT,VISAKHAPATNAM,Coking Coal,602.2,Coking Coal,70000.0
2023-02-22,TANJUNG_BARA,DHAMRA,Thermal Coal,602.2,Thermal Coal,70000.0
2023-02-22,BALIKPAPAN,KAMARAJAR,Thermal Coal,602.2,Thermal Coal,70000.0
2023-02-22,GLADSTONE,PARADIP,Coking Coal,602.2,Coking Coal,70000.0
2023-02-22,MAPUTO,VISAKHAPATNAM,Coking Coal,602.2,Coking Coal,70000.0
2023-02-22,TANJUNG_BARA,PARADIP,Thermal Coal,602.2,Thermal Coal,70000.0
2023-02-23,MAPUTO,VISAKHAPATNAM,Coking Coal,598.3,Coking Coal,70000.0
2023-02-23,NEWCASTLE,DHAMRA,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-23,BALIKPAPAN,KAMARAJAR,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-23,TANJUNG_BARA,PARADIP,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-23,GLADSTONE,PARADIP,Coking Coal,598.3,Coking Coal,70000.0
2023-02-23,HAY_POINT,PARADIP,Coking Coal,598.3,Coking Coal,70000.0
2023-02-23,HAY_POINT,DHAMRA,Coking Coal,598.3,Coking Coal,70000.0
2023-02-23,TANJUNG_BARA,DHAMRA,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-23,HAY_POINT,VISAKHAPATNAM,Coking Coal,598.3,Coking Coal,70000.0
2023-02-23,RICHARDS_BAY,PARADIP,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-24,TANJUNG_BARA,PARADIP,Thermal Coal,595.0,Thermal Coal,70000.0
2023-02-24,GLADSTONE,PARADIP,Coking Coal,595.0,Coking Coal,70000.0
2023-02-24,BALIKPAPAN,KAMARAJAR,Thermal Coal,595.0,Thermal Coal,70000.0
2023-02-24,HAY_POINT,PARADIP,Coking Coal,595.0,Coking Coal,70000.0
2023-02-24,HAY_POINT,VISAKHAPATNAM,Coking Coal,595.0,Coking Coal,70000.0
2023-02-24,TANJUNG_BARA,DHAMRA,Thermal Coal,595.0,Thermal Coal,70000.0
2023-02-24,RICHARDS_BAY,PARADIP,Thermal Coal,595.0,Thermal Coal,70000.0
2023-02-24,NEWCASTLE,DHAMRA,Thermal Coal,595.0,Thermal Coal,70000.0
2023-02-24,HAY_POINT,DHAMRA,Coking Coal,595.0,Coking Coal,70000.0
2023-02-24,MAPUTO,VISAKHAPATNAM,Coking Coal,595.0,Coking Coal,70000.0
2023-02-25,TANJUNG_BARA,PARADIP,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-25,BALIKPAPAN,KAMARAJAR,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-25,RICHARDS_BAY,PARADIP,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-25,GLADSTONE,PARADIP,Coking Coal,598.3,Coking Coal,70000.0
2023-02-25,HAY_POINT,VISAKHAPATNAM,Coking Coal,598.3,Coking Coal,70000.0
2023-02-25,NEWCASTLE,DHAMRA,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-25,MAPUTO,VISAKHAPATNAM,Coking Coal,598.3,Coking Coal,70000.0
2023-02-25,HAY_POINT,PARADIP,Coking Coal,598.3,Coking Coal,70000.0
2023-02-25,HAY_POINT,DHAMRA,Coking Coal,598.3,Coking Coal,70000.0
2023-02-25,TANJUNG_BARA,DHAMRA,Thermal Coal,598.3,Thermal Coal,70000.0
2023-02-26,HAY_POINT,PARADIP,Coking Coal,595.3,Coking Coal,70000.0
2023-02-26,HAY_POINT,DHAMRA,Coking Coal,595.3,Coking Coal,70000.0
2023-02-26,TANJUNG_BARA,DHAMRA,Thermal Coal,595.3,Thermal Coal,70000.0
2023-02-26,HAY_POINT,VISAKHAPATNAM,Coking Coal,595.3,Coking Coal,70000.0
2023-02-26,GLADSTONE,PARADIP,Coking Coal,595.3,Coking Coal,70000.0
2023-02-26,MAPUTO,VISAKHAPATNAM,Coking Coal,595.3,Coking Coal,70000.0
2023-02-26,BALIKPAPAN,KAMARAJAR,Thermal Coal,595.3,Thermal Coal,70000.0
2023-02-26,RICHARDS_BAY,PARADIP,Thermal Coal,595.3,Thermal Coal,70000.0
2023-02-26,TANJUNG_BARA,PARADIP,Thermal Coal,595.3,Thermal Coal,70000.0
2023-02-26,NEWCASTLE,DHAMRA,Thermal Coal,595.3,Thermal Coal,70000.0
2023-02-27,RICHARDS_BAY,PARADIP,Thermal Coal,595.0,Thermal Coal,70000.0
2023-02-27,HAY_POINT,VISAKHAPATNAM,Coking Coal,595.0,Coking Coal,70000.0
2023-02-27,GLADSTONE,PARADIP,Coking Coal,595.0,Coking Coal,70000.0
2023-02-27,TANJUNG_BARA,DHAMRA,Thermal Coal,595.0,Thermal Coal,70000.0
2023-02-27,TANJUNG_BARA,PARADIP,Thermal Coal,595.0,Thermal Coal,70000.0
2023-02-27,HAY_POINT,DHAMRA,Coking Coal,595.0,Coking Coal,70000.0
2023-02-27,NEWCASTLE,DHAMRA,Thermal Coal,595.0,Thermal Coal,70000.0
2023-02-27,HAY_POINT,PARADIP,Coking Coal,595.0,Coking Coal,70000.0
2023-02-27,MAPUTO,VISAKHAPATNAM,Coking Coal,595.0,Coking Coal,70000.0
2023-02-27,BALIKPAPAN,KAMARAJAR,Thermal Coal,595.0,Thermal Coal,70000.0
2023-02-28,MAPUTO,VISAKHAPATNAM,Coking Coal,598.3,Coking Coal,70000.0
